AuthorID,Author,Date,Content,Attachments,Reactions
"1352688054468608111","Dyno","2025-03-30T12:45:22.4170000+00:00","⭐ **7** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-03-30T14:42:58.5630000+00:00","⭐ **8** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-03-30T14:53:56.0790000+00:00","⭐ **8** | #⊱・☕・chillchat","","⭐ (3)"
"1352688054468608111","Dyno","2025-04-04T14:02:52.7140000+00:00","⭐ **6** | #⊱・💡・suggestions","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-05T12:09:41.2770000+00:00","⭐ **7** | #⊱・☕・chillchat","","⭐ (3)"
"1352688054468608111","Dyno","2025-04-05T12:12:00.7930000+00:00","⭐ **9** | #⊱・👋・introduction","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-05T13:12:17.2530000+00:00","⭐ **12** | #⊱・☕・chillchat","","⭐ (3)"
"1352688054468608111","Dyno","2025-04-06T19:14:22.2850000+00:00","⭐ **7** | #⊱・🎙・Mabased Stage [voice]","","⭐ (3)"
"1352688054468608111","Dyno","2025-04-08T08:13:46.0010000+00:00","⭐ **6** | #⊱・🗺️・international-discussion","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-09T08:39:04.9660000+00:00","⭐ **7** | #⊱・🎭・art","","⭐ (2)"
"1352688054468608111","Dyno","2025-04-09T12:32:42.3600000+00:00","⭐ **10** | #⊱・🎭・art","","⭐ (2)"
"1352688054468608111","Dyno","2025-04-10T16:34:40.8640000+00:00","⭐ **10** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-04-12T13:12:56.3020000+00:00","⭐ **7** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-04-12T13:39:05.8900000+00:00","⭐ **7** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-14T17:21:25.3610000+00:00","⭐ **8** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-14T17:58:10.8460000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-14T18:05:10.6070000+00:00","⭐ **4** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-17T03:41:25.2300000+00:00","⭐ **5** | #⊱・📸・share-photo","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-17T03:51:57.6670000+00:00","⭐ **8** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-21T04:56:11.9240000+00:00","⭐ **6** | #⊱・📚・lessons","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-21T09:44:53.3790000+00:00","⭐ **13** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-04-22T12:55:49.3810000+00:00","⭐ **14** | #⊱・📚・lessons","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-22T15:42:45.9310000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-22T16:00:26.2980000+00:00","⭐ **11** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-23T05:41:23.4800000+00:00","⭐ **10** | #⊱・🎨・buzzer-fanarts","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-23T06:06:22.6050000+00:00","⭐ **8** | #⊱・🎨・buzzer-fanarts","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-23T07:43:41.5130000+00:00","⭐ **13** | #⊱・🎨・buzzer-fanarts","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-23T12:46:37.3920000+00:00","⭐ **7** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-24T12:27:49.3720000+00:00","⭐ **10** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-24T12:30:52.7110000+00:00","⭐ **13** | #⊱・☕・chillchat","","⭐ (3)"
"1352688054468608111","Dyno","2025-04-24T12:31:53.6620000+00:00","⭐ **12** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-24T13:13:05.3780000+00:00","⭐ **7** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-24T20:47:57.5020000+00:00","⭐ **5** | #⊱・🎭・art","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-25T09:50:31.0500000+00:00","⭐ **5** | #⊱・🎭・art","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-25T14:04:49.6090000+00:00","⭐ **7** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-26T00:29:58.0920000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-26T14:57:04.6660000+00:00","⭐ **8** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-04-26T15:05:05.2870000+00:00","⭐ **11** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-04-26T15:07:28.4100000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-26T15:21:01.2210000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-26T15:22:56.4000000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-26T15:29:22.6650000+00:00","⭐ **11** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-26T15:29:51.8770000+00:00","⭐ **15** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-26T15:32:30.7460000+00:00","⭐ **8** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-27T00:50:30.7700000+00:00","⭐ **8** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-27T00:50:31.7420000+00:00","⭐ **8** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-27T00:50:35.6840000+00:00","⭐ **9** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-27T00:50:48.2600000+00:00","⭐ **9** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-27T06:36:10.8300000+00:00","⭐ **10** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-27T10:27:23.8590000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-27T10:36:28.4030000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-27T12:20:48.7920000+00:00","⭐ **7** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-27T12:40:18.9050000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-27T13:26:40.8130000+00:00","⭐ **7** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-28T08:02:31.2000000+00:00","⭐ **8** | #⊱・🗺️・international-discussion","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-28T12:29:07.4270000+00:00","⭐ **7** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-28T14:50:32.7180000+00:00","⭐ **7** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-28T15:01:31.9640000+00:00","⭐ **10** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-28T15:01:51.1460000+00:00","⭐ **7** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-28T15:02:16.3860000+00:00","⭐ **7** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-28T15:06:29.1550000+00:00","⭐ **10** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-29T08:14:48.0550000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-29T08:14:48.3670000+00:00","⭐ **9** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-29T13:25:46.2200000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-30T06:38:23.6380000+00:00","⭐ **6** | #⊱・🗺️・international-discussion","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-30T11:55:22.2580000+00:00","⭐ **8** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-30T12:02:16.4830000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-30T14:17:51.3770000+00:00","⭐ **8** | #⊱・🎭・art","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-30T15:07:17.7870000+00:00","⭐ **7** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-30T15:12:54.3530000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-30T15:48:00.2100000+00:00","⭐ **7** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-30T15:53:21.0170000+00:00","⭐ **9** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-30T16:42:23.4530000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-04-30T19:30:55.2180000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-01T13:26:18.0950000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-01T13:51:39.5100000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-01T14:02:17.0700000+00:00","⭐ **7** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-02T11:39:15.5750000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-02T14:00:20.1850000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-02T14:09:54.7330000+00:00","⭐ **7** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-05-02T14:12:33.6080000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-02T15:28:05.5950000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-02T16:02:26.0340000+00:00","⭐ **6** | #⊱・🐸・memes","https://cdn.discordapp.com/attachments/1352687625475067998/1367894009825198160/4d45df1f9fd045769b2d1848221c2e13.mov?ex=69968b52&is=699539d2&hm=ae1402c6a1f9de1b899ad32bf683cf887094666e5657e106727915ef5e3de97c&","⭐ (1)"
"1352688054468608111","Dyno","2025-05-04T12:01:04.8980000+00:00","⭐ **7** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-06T14:52:29.8720000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-08T13:01:41.7330000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-05-08T13:07:10.9500000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-05-08T13:51:15.1530000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-08T22:20:54.3450000+00:00","⭐ **9** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-05-09T03:59:53.1140000+00:00","⭐ **5** | #deleted-channel","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-09T08:26:14.3700000+00:00","⭐ **10** | #⊱・🗺️・international-discussion","","⭐ (2)"
"1352688054468608111","Dyno","2025-05-09T15:30:36.6870000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-05-09T16:18:36.1280000+00:00","⭐ **8** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-05-09T18:48:08.1110000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-10T09:38:46.4420000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-10T11:54:05.4240000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-10T12:15:21.5370000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-11T15:25:28.7640000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-11T15:38:42.9900000+00:00","⭐ **9** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-05-13T13:43:23.1950000+00:00","⭐ **7** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-05-13T13:53:15.2530000+00:00","⭐ **12** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-13T14:06:55.3950000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-13T14:08:07.3750000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-13T14:21:22.4990000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-13T14:25:27.3340000+00:00","⭐ **9** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-05-14T08:58:18.6920000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-15T03:11:23.1940000+00:00","⭐ **8** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-15T03:21:55.3980000+00:00","⭐ **9** | #⊱・📢・server-announcement","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-17T11:05:09.2980000+00:00","⭐ **8** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-18T05:00:23.2610000+00:00","⭐ **8** | #⊱・🎭・art","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-18T13:49:13.3630000+00:00","⭐ **5** | #⊱・🎭・art","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-19T08:46:19.5150000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-05-19T09:39:17.4540000+00:00","⭐ **8** | #⊱・☕・chillchat","https://cdn.discordapp.com/attachments/1352687625475067998/1373958182044438570/tNKnTT1LSvWcmSLm.mp4?ex=69963185&is=6994e005&hm=070ec8ea490dbcf7a3d23aec4ee37884059ac229ee1d4f2f21db431582a77f99&","⭐ (1)"
"1352688054468608111","Dyno","2025-05-20T07:31:25.3330000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-05-20T11:03:57.6120000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-21T01:02:24.6680000+00:00","⭐ **9** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-21T07:59:26.8660000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-21T13:01:33.1330000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-21T14:11:36.0930000+00:00","⭐ **9** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-05-21T14:36:42.0620000+00:00","⭐ **7** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-05-21T14:54:39.6570000+00:00","⭐ **9** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-05-21T14:54:55.6910000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-21T15:03:41.5480000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-05-21T15:13:01.2470000+00:00","⭐ **7** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-05-21T15:13:35.2390000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-21T15:25:59.1350000+00:00","⭐ **10** | #⊱・☕・chillchat","","⭐ (3)"
"1352688054468608111","Dyno","2025-05-22T15:38:22.8050000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-22T15:53:27.7660000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-23T07:26:27.1500000+00:00","⭐ **10** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-23T07:48:38.9800000+00:00","⭐ **7** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-05-23T10:33:58.6300000+00:00","⭐ **5** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-23T10:34:48.2470000+00:00","⭐ **8** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-23T14:56:30.7140000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-25T13:37:43.9940000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (1)"
"1352688054468608111","Dyno","2025-05-26T10:39:50.8890000+00:00","⭐ **18** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-05-26T10:46:05.9750000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-05-26T10:55:44.4350000+00:00","⭐ **17** | #⊱・☕・chillchat","","⭐ (2)"
"1352688054468608111","Dyno","2025-05-26T14:29:41.4810000+00:00","⭐ **6** | #⊱・☕・chillchat","","⭐ (1)"
